CEP inicial,Latitude inicial,Longitude inicial,Dia do voo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
82821020,-25.4233146347775,-49.2160678044742,6,06:15,40,81510570,-25.4741691564102,-49.242520655745,True,06:34
81510570,-25.4741691564102,-49.242520655745,6,06:34,33,82015100,-25.4177303741766,-49.3254408265132,True,06:40
82015100,-25.4177303741766,-49.3254408265132,6,06:40,46,82100440,-25.3942804783177,-49.2932765649519,True,06:54
82100440,-25.3942804783177,-49.2932765649519,6,06:54,36,82821020,-25.4233146347775,-49.2160678044742,True,06:54
82821020,-25.4233146347775,-49.2160678044742,6,06:54,0,82821020,-25.4233146347775,-49.2160678044742,False,07:01
82821020,-25.4233146347775,-49.2160678044742,6,07:01,43,82860360,-25.3827108510463,-49.1953359321141,True,07:19
82860360,-25.3827108510463,-49.1953359321141,6,07:19,34,81510040,-25.4602953492636,-49.2465827083158,True,07:34
81510040,-25.4602953492636,-49.2465827083158,6,07:34,35,82210230,-25.3823373333611,-49.2634891111916,True,07:59
82210230,-25.3823373333611,-49.2634891111916,6,07:59,31,81550430,-25.4903390577391,-49.20628701026,True,08:21
81550430,-25.4903390577391,-49.20628701026,6,08:21,32,81320083,-25.4770955000105,-49.3183277499707,True,08:25
81320083,-25.4770955000105,-49.3183277499707,6,08:25,49,81450520,-25.4951670667098,-49.3442928001987,True,08:46
81450520,-25.4951670667098,-49.3442928001987,6,08:46,30,82320340,-25.399199941043,-49.3477109219031,True,08:50
82320340,-25.399199941043,-49.3477109219031,6,08:50,49,82410510,-25.3732418954991,-49.3291631561723,True,09:03
82410510,-25.3732418954991,-49.3291631561723,6,09:03,37,80540140,-25.4021061827475,-49.2605236422368,True,09:28
80540140,-25.4021061827475,-49.2605236422368,6,09:28,31,81250610,-25.4933426909383,-49.3409114723655,True,09:46
81250610,-25.4933426909383,-49.3409114723655,6,09:46,34,80820480,-25.4089459015341,-49.3017935380524,True,09:53
80820480,-25.4089459015341,-49.3017935380524,6,09:53,42,80035210,-25.4018593540355,-49.2501065029327,True,10:18
80035210,-25.4018593540355,-49.2501065029327,6,10:18,31,81130270,-25.5076616583274,-49.3009496047833,True,10:21
81130270,-25.5076616583274,-49.3009496047833,6,10:21,46,81305650,-25.5010554166774,-49.3233459999556,True,10:43
81305650,-25.5010554166774,-49.3233459999556,6,10:43,32,80520550,-25.403621771614,-49.2770964271839,True,10:56
80520550,-25.403621771614,-49.2770964271839,6,10:56,37,80330250,-25.4685255880972,-49.3077515647853,True,11:16
80330250,-25.4685255880972,-49.3077515647853,6,11:16,33,81935317,-25.5574814410697,-49.2659726298718,True,11:37
81935317,-25.5574814410697,-49.2659726298718,6,11:37,32,81540160,-25.4663186667815,-49.2166009443659,True,11:58
81540160,-25.4663186667815,-49.2166009443659,6,11:58,32,82700540,-25.3703488003616,-49.2570179996848,True,12:03
82700540,-25.3703488003616,-49.2570179996848,6,12:03,31,82220470,-25.3569461500704,-49.2736981005731,True,12:14
82220470,-25.3569461500704,-49.2736981005731,6,12:14,38,82600750,-25.3958555000045,-49.2162615000035,False,12:18
82600750,-25.3958555000045,-49.2162615000035,6,12:18,47,82821020,-25.4233146347775,-49.2160678044742,True,12:25
82821020,-25.4233146347775,-49.2160678044742,6,12:25,42,80010010,-25.4267759520353,-49.2679877486134,True,12:28
80010010,-25.4267759520353,-49.2679877486134,6,12:28,54,80730450,-25.4295930000255,-49.2924205417543,True,12:47
80730450,-25.4295930000255,-49.2924205417543,6,12:47,33,81150330,-25.5222469145844,-49.3046045806688,True,13:07
81150330,-25.5222469145844,-49.3046045806688,6,13:07,33,80710600,-25.4224698510365,-49.3006978054742,True,13:23
80710600,-25.4224698510365,-49.3006978054742,6,13:23,35,81110330,-25.5042910428287,-49.2847716627966,True,13:29
81110330,-25.5042910428287,-49.2847716627966,6,13:29,44,81920735,-25.5391678846873,-49.2615212690534,True,13:40
81920735,-25.5391678846873,-49.2615212690534,6,13:40,38,81480216,-25.5592031642591,-49.3274865425991,True,13:40
81480216,-25.5592031642591,-49.3274865425991,6,13:40,0,82821020,-25.4233146347775,-49.2160678044742,False,13:56
82821020,-25.4233146347775,-49.2160678044742,6,13:56,35,80320110,-25.4631702181385,-49.2942522954363,True,13:58
80320110,-25.4631702181385,-49.2942522954363,6,13:58,51,81010160,-25.4761700909245,-49.2756320910121,True,14:10
81010160,-25.4761700909245,-49.2756320910121,6,14:10,38,81920230,-25.540158846702,-49.2654606035168,True,14:34
81920230,-25.540158846702,-49.2654606035168,6,14:34,31,80710390,-25.43427248628,-49.3055074800751,True,14:51
80710390,-25.43427248628,-49.3055074800751,6,14:51,31,82821020,-25.4233146347775,-49.2160678044742,True,15:19
82821020,-25.4233146347775,-49.2160678044742,6,15:19,30,82320460,-25.4077602271442,-49.3507954592113,True,15:27
82320460,-25.4077602271442,-49.3507954592113,6,15:27,41,82100470,-25.3984034918396,-49.2952852364297,True,15:47
82100470,-25.3984034918396,-49.2952852364297,6,15:47,33,81260210,-25.4862514891775,-49.350391101116,True,16:17
81260210,-25.4862514891775,-49.350391101116,6,16:17,30,82820460,-25.4179465264684,-49.2222826851176,True,16:23
82820460,-25.4179465264684,-49.2222826851176,6,16:23,46,80210400,-25.4463780000737,-49.2468984999865,True,16:28
80210400,-25.4463780000737,-49.2468984999865,6,16:28,46,80530210,-25.415928,-49.266714,True,16:35
80530210,-25.415928,-49.266714,6,16:35,42,82840120,-25.4055829533743,-49.2167226661471,True,16:40
82840120,-25.4055829533743,-49.2167226661471,6,16:40,47,82630290,-25.371866280235,-49.2091730004846,True,16:47
82630290,-25.371866280235,-49.2091730004846,6,16:47,43,80010160,-25.3975876007521,-49.2498549128683,True,17:10
80010160,-25.3975876007521,-49.2498549128683,6,17:10,32,81280125,-25.4406127564945,-49.3601132684004,True,17:29
81280125,-25.4406127564945,-49.3601132684004,6,17:29,33,82200200,-25.3904101875436,-49.2691160623079,True,17:52
82200200,-25.3904101875436,-49.2691160623079,6,17:52,32,81250720,-25.4815524899573,-49.3385838295334,True,18:12
81250720,-25.4815524899573,-49.3385838295334,6,18:12,33,81770160,-25.5296962833892,-49.244546883763,True,18:12
81770160,-25.5296962833892,-49.244546883763,6,18:12,0,82320220,-25.4019988462337,-49.3433039997731,False,18:12
82320220,-25.4019988462337,-49.3433039997731,6,18:12,0,81570360,-25.4857325221308,-49.2299521315212,False,18:24
81570360,-25.4857325221308,-49.2299521315212,6,18:24,37,80030010,-25.424164,-49.266866,True,18:53
80030010,-25.424164,-49.266866,6,18:53,30,81925578,-25.5519935625411,-49.267926124915,True,06:00
81925578,-25.5519935625411,-49.267926124915,6,06:00,31,82900480,-25.445789018659,-49.2173394258684,True,06:09
82900480,-25.445789018659,-49.2173394258684,6,06:09,40,80035230,-25.4008064386385,-49.2512257402299,True,06:28
80035230,-25.4008064386385,-49.2512257402299,6,06:28,33,81670110,-25.4977016024349,-49.2505578410785,True,06:52
81670110,-25.4977016024349,-49.2505578410785,6,06:52,31,82600070,-25.3907411036522,-49.2112438117616,True,07:17
82600070,-25.3907411036522,-49.2112438117616,6,07:17,31,81030380,-25.4878438322257,-49.2772121864255,True,07:28
81030380,-25.4878438322257,-49.2772121864255,6,07:28,38,81250210,-25.4756844576971,-49.3473682666473,True,07:57
81250210,-25.4756844576971,-49.3473682666473,6,07:57,30,82821020,-25.4233146347775,-49.2160678044742,True,08:09
82821020,-25.4233146347775,-49.2160678044742,6,08:09,37,80810070,-25.4171734750828,-49.2912702953003,True,08:22
80810070,-25.4171734750828,-49.2912702953003,6,08:22,37,81030100,-25.4832995440473,-49.2706444334036,True,08:38
81030100,-25.4832995440473,-49.2706444334036,6,08:38,33,82821020,-25.4233146347775,-49.2160678044742,True,08:38
82821020,-25.4233146347775,-49.2160678044742,6,08:38,59,82821020,-25.4233146347775,-49.2160678044742,False,08:38
82821020,-25.4233146347775,-49.2160678044742,6,08:38,0,82960472,-25.4657194667099,-49.212058299976,False,08:55
82960472,-25.4657194667099,-49.212058299976,6,08:55,34,80810200,-25.411751607072,-49.288206501747,True,09:06
80810200,-25.411751607072,-49.288206501747,6,09:06,38,82821020,-25.4233146347775,-49.2160678044742,True,09:32
82821020,-25.4233146347775,-49.2160678044742,6,09:32,31,81230395,-25.4630444265055,-49.340662832648,True,09:41
81230395,-25.4630444265055,-49.340662832648,6,09:41,40,80710040,-25.4214634286453,-49.3044615715174,True,09:56
80710040,-25.4214634286453,-49.3044615715174,6,09:56,35,82821020,-25.4233146347775,-49.2160678044742,True,10:16
82821020,-25.4233146347775,-49.2160678044742,6,10:16,33,82010390,-25.4282395714462,-49.3275682857714,True,10:28
82010390,-25.4282395714462,-49.3275682857714,6,10:28,38,81450350,-25.4902280000456,-49.348047000162,True,10:53
81450350,-25.4902280000456,-49.348047000162,6,10:53,31,81945040,-25.6022235414387,-49.3138372232201,True,11:10
81945040,-25.6022235414387,-49.3138372232201,6,11:10,34,81170662,-25.5172792272985,-49.3183728182903,True,11:38
81170662,-25.5172792272985,-49.3183728182903,6,11:38,30,82510100,-25.409050749392,-49.2385843936,True,11:42
82510100,-25.409050749392,-49.2385843936,6,11:42,51,80060170,-25.4278721677395,-49.2593020468696,True,11:49
80060170,-25.4278721677395,-49.2593020468696,6,11:49,43,82560040,-25.385069922368,-49.2480647046834,True,11:51
82560040,-25.385069922368,-49.2480647046834,6,11:51,60,82640640,-25.3715918782937,-49.2403618225252,True,12:03
82640640,-25.3715918782937,-49.2403618225252,6,12:03,31,82821020,-25.4233146347775,-49.2160678044742,False,12:03
82821020,-25.4233146347775,-49.2160678044742,6,12:03,58,82821020,-25.4233146347775,-49.2160678044742,False,12:11
82821020,-25.4233146347775,-49.2160678044742,6,12:11,41,82640710,-25.3761139167061,-49.2360147500568,True,12:12
82640710,-25.3761139167061,-49.2360147500568,6,12:12,58,82650320,-25.3737566254647,-49.2469140011033,False,12:18
82650320,-25.3737566254647,-49.2469140011033,6,12:18,45,82510514,-25.4130335000161,-49.2401459999717,True,12:30
82510514,-25.4130335000161,-49.2401459999717,6,12:30,37,82220563,-25.3564836666715,-49.2790128333043,True,12:35
82220563,-25.3564836666715,-49.2790128333043,6,12:35,46,82650470,-25.3694403145923,-49.2428589272921,True,12:35
82650470,-25.3694403145923,-49.2428589272921,6,12:35,0,82821020,-25.4233146347775,-49.2160678044742,False,13:03
82821020,-25.4233146347775,-49.2160678044742,6,13:03,30,82315100,-25.4138947234128,-49.3562615743809,True,13:29
82315100,-25.4138947234128,-49.3562615743809,6,13:29,31,81710300,-25.4995227903921,-49.2608604414495,True,13:39
81710300,-25.4995227903921,-49.2608604414495,6,13:39,40,81935050,-25.555508412277,-49.2544885303963,True,13:45
81935050,-25.555508412277,-49.2544885303963,6,13:45,44,81750200,-25.5157135001734,-49.243793374824,True,14:01
81750200,-25.5157135001734,-49.243793374824,6,14:01,35,81350320,-25.4992029361912,-49.3318588311607,True,14:25
81350320,-25.4992029361912,-49.3318588311607,6,14:25,31,82960200,-25.468586333766,-49.2107938551622,True,14:37
82960200,-25.468586333766,-49.2107938551622,6,14:37,37,81770140,-25.5277922333666,-49.2459991910781,True,14:42
81770140,-25.5277922333666,-49.2459991910781,6,14:42,47,81710380,-25.4967925893433,-49.2594143510465,True,15:12
81710380,-25.4967925893433,-49.2594143510465,6,15:12,30,82400380,-25.3939611290747,-49.3559660424619,True,15:36
82400380,-25.3939611290747,-49.3559660424619,6,15:36,31,81452334,-25.5061884000766,-49.3539056000423,True,15:47
81452334,-25.5061884000766,-49.3539056000423,6,15:47,38,81470175,-25.567186531582,-49.3334716250438,True,15:47
81470175,-25.567186531582,-49.3334716250438,6,15:47,0,81520250,-25.4595564842104,-49.2411990341756,False,16:10
81520250,-25.4595564842104,-49.2411990341756,6,16:10,32,81260430,-25.4650355019742,-49.3605952475877,True,16:10
81260430,-25.4650355019742,-49.3605952475877,6,16:10,0,82821020,-25.4233146347775,-49.2160678044742,False,16:15
82821020,-25.4233146347775,-49.2160678044742,6,16:15,45,80215542,-25.4467561755521,-49.2503976846901,True,16:28
80215542,-25.4467561755521,-49.2503976846901,6,16:28,37,82025101,-25.4089804447922,-49.3131316666906,True,16:57
82025101,-25.4089804447922,-49.3131316666906,6,16:57,30,81590576,-25.4942162501529,-49.2012669496276,True,17:05
81590576,-25.4942162501529,-49.2012669496276,6,17:05,31,81650080,-25.4844139677447,-49.2377486322425,True,17:26
81650080,-25.4844139677447,-49.2377486322425,6,17:26,32,81480141,-25.5562061667039,-49.3231896667236,True,17:32
81480141,-25.5562061667039,-49.3231896667236,6,17:32,45,81490370,-25.5945839118607,-49.3348460297419,True,17:32
81490370,-25.5945839118607,-49.3348460297419,6,17:32,0,82930428,-25.4555670002028,-49.2033254441496,False,17:54
82930428,-25.4555670002028,-49.2033254441496,6,17:54,32,80740620,-25.4417320478243,-49.3156172471767,True,18:09
80740620,-25.4417320478243,-49.3156172471767,6,18:09,35,82130580,-25.3655056873644,-49.280654645349,True,18:20
82130580,-25.3655056873644,-49.280654645349,6,18:20,39,82520095,-25.4146626252933,-49.2400308757049,True,18:32
82520095,-25.4146626252933,-49.2400308757049,6,18:32,38,80610300,-25.463999400884,-49.2889687454307,True,18:47
80610300,-25.463999400884,-49.2889687454307,6,18:47,35,81550490,-25.4924960602498,-49.2054049266086,True,06:00
81550490,-25.4924960602498,-49.2054049266086,6,06:00,32,80810020,-25.4179269867733,-49.2959062863188,True,06:27
80810020,-25.4179269867733,-49.2959062863188,6,06:27,30,81900560,-25.5386532636233,-49.2709988129397,True,06:52
81900560,-25.5386532636233,-49.2709988129397,6,06:52,31,80530040,-25.4219925091123,-49.2723748799989,True,07:06
80530040,-25.4219925091123,-49.2723748799989,6,07:06,36,82720410,-25.3531644337776,-49.232263242608,True,07:29
82720410,-25.3531644337776,-49.232263242608,6,07:29,32,80620340,-25.4540745011999,-49.2732563508827,True,07:40
80620340,-25.4540745011999,-49.2732563508827,6,07:40,38,81130330,-25.5102533750322,-49.3062616741933,True,07:43
81130330,-25.5102533750322,-49.3062616741933,6,07:43,49,81170762,-25.51557721054,-49.3290638947933,True,07:43
81170762,-25.51557721054,-49.3290638947933,6,07:43,0,82821020,-25.4233146347775,-49.2160678044742,False,07:50
82821020,-25.4233146347775,-49.2160678044742,6,07:50,42,82560040,-25.385069922368,-49.2480647046834,True,07:52
82560040,-25.385069922368,-49.2480647046834,6,07:52,60,82640640,-25.3715918782937,-49.2403618225252,True,08:18
82640640,-25.3715918782937,-49.2403618225252,6,08:18,31,82310380,-25.4271679351543,-49.3574755107166,True,08:43
82310380,-25.4271679351543,-49.3574755107166,6,08:43,31,82640400,-25.3780721034646,-49.2387994310608,True,08:44
82640400,-25.3780721034646,-49.2387994310608,6,08:44,56,82640710,-25.3761139167061,-49.2360147500568,True,08:45
82640710,-25.3761139167061,-49.2360147500568,6,08:45,58,82650320,-25.3737566254647,-49.2469140011033,False,08:54
82650320,-25.3737566254647,-49.2469140011033,6,08:54,40,82821020,-25.4233146347775,-49.2160678044742,True,08:54
82821020,-25.4233146347775,-49.2160678044742,6,08:54,46,82821020,-25.4233146347775,-49.2160678044742,False,09:19
82821020,-25.4233146347775,-49.2160678044742,6,09:19,30,82015640,-25.4165571631868,-49.3376898347165,True,09:38
82015640,-25.4165571631868,-49.3376898347165,6,09:38,33,81110240,-25.5012202607084,-49.2880626203316,True,09:53
81110240,-25.5012202607084,-49.2880626203316,6,09:53,35,81590577,-25.4923383333506,-49.2002912221858,True,10:09
81590577,-25.4923383333506,-49.2002912221858,6,10:09,30,82821020,-25.4233146347775,-49.2160678044742,True,10:15
82821020,-25.4233146347775,-49.2160678044742,6,10:15,44,81530380,-25.4625848305665,-49.2300931009572,True,10:24
81530380,-25.4625848305665,-49.2300931009572,6,10:24,32,82821020,-25.4233146347775,-49.2160678044742,True,10:24
